TOWN,BLOCK,ADDRESS,POSTAL_CODE,LATITUDE,LONGITUDE,MAX_FLOOR,SUBZONE,PLANNING_AREA,REGION
jurong west,646,jurong west street 61,640646,1.339461,103.697111,16,jurong west central,jurong west,west region
queenstown,81,commonwealth close,140081,1.303787,103.800385,16,commonwealth,queenstown,central region
geylang,96,aljunied crescent,380096,1.321656,103.885423,10,aljunied,geylang,central region
bishan,444,sin ming avenue,570444,1.358539,103.832309,25,upper thomson,bishan,central region
bukit batok,139,bukit batok west avenue 6,650139,1.351103,103.74417,4,bukit batok west,bukit batok,west region
sembawang,107B,canberra street,752107,1.449165,103.833497,15,sembawang east,sembawang,north region
bukit timah,14,toh yi drive,590014,1.339087,103.772569,13,anak bukit,bukit timah,central region
jurong west,611,jurong west street 65,640611,1.338906,103.700751,15,jurong west central,jurong west,west region
jurong west,719,jurong west avenue 5,640719,1.344537,103.696986,4,yunnan,jurong west,west region
ang mo kio,510,ang mo kio avenue 8,560510,1.373401,103.849073,9,cheng san,ang mo kio,north-east region
bedok,3,bedok south avenue 1,460003,1.321915,103.933181,14,bedok south,bedok,east region
bukit panjang,257,bangkit road,670257,1.378509,103.773212,16,bangkit,bukit panjang,west region
serangoon,422,serangoon central,550422,1.34885,103.876001,13,upper paya lebar,serangoon,north-east region
jurong west,465,jurong west street 41,640465,1.350126,103.72321,12,hong kah,jurong west,west region
pasir ris,214,pasir ris street 21,510214,1.367715,103.9613,12,pasir ris drive,pasir ris,east region
bedok,662,jalan damai,410662,1.334655,103.908222,14,kaki bukit,bedok,east region
tampines,446,tampines street 42,520446,1.357945,103.950999,12,tampines east,tampines,east region
queenstown,1,ghim moh road,270001,1.31288,103.786855,15,ghim moh,queenstown,central region
serangoon,517,serangoon north avenue 4,550517,1.371323,103.874086,12,serangoon north,serangoon,north-east region
bukit merah,91A,telok blangah street 31,101091,1.276662,103.807128,30,telok blangah drive,bukit merah,central region
sembawang,425,canberra road,750425,1.454379,103.818678,14,sembawang north,sembawang,north region
jurong west,939,jurong west street 91,640939,1.342952,103.689029,12,yunnan,jurong west,west region
pasir ris,502,pasir ris street 52,510502,1.375399,103.946232,14,pasir ris central,pasir ris,east region
bishan,288,bishan street 24,570288,1.356924,103.845157,24,marymount,bishan,central region
bukit batok,289G,bukit batok street 25,656289,1.345043,103.758784,15,bukit batok south,bukit batok,west region
tampines,148,tampines avenue 5,521148,1.350613,103.94225,11,tampines east,tampines,east region
serangoon,518,serangoon north avenue 4,550518,1.371641,103.874103,12,serangoon north,serangoon,north-east region
pasir ris,703,pasir ris drive 10,510703,1.380392,103.937163,15,pasir ris west,pasir ris,east region
woodlands,653,woodlands ring road,730653,1.438081,103.799032,12,woodlands east,woodlands,north region
tampines,703,tampines street 71,520703,1.356878,103.937739,14,tampines west,tampines,east region
yishun,431A,yishun avenue 1,761431,1.419607,103.847288,13,yishun east,yishun,north region
clementi,326,clementi avenue 5,120326,1.314431,103.766358,13,clementi north,clementi,west region
sengkang,204A,compassvale drive,541204,1.387856,103.894681,16,sengkang town centre,sengkang,north-east region
sembawang,103B,canberra street,752103,1.450566,103.831239,15,sembawang east,sembawang,north region
jurong west,140C,corporation drive,613140,1.327544,103.724286,17,taman jurong,jurong west,west region
tampines,487B,tampines street 45,521487,1.360265,103.958372,11,tampines east,tampines,east region
sembawang,502A,wellington circle,751502,1.45093,103.821415,12,admiralty,sembawang,north region
serangoon,205,serangoon central,550205,1.352785,103.873447,12,serangoon central,serangoon,north-east region
yishun,165,yishun ring road,760165,1.435772,103.831784,13,yishun west,yishun,north region
hougang,422,hougang avenue 6,530422,1.374773,103.894051,10,hougang east,hougang,north-east region
jurong west,155,yung loh road,610155,1.327672,103.722408,20,taman jurong,jurong west,west region
pasir ris,759,pasir ris street 71,510759,1.376472,103.932762,16,pasir ris west,pasir ris,east region
geylang,842,sims avenue,400842,1.317953,103.90161,19,geylang east,geylang,central region
bukit batok,201,bukit batok street 21,650201,1.345863,103.747906,25,bukit batok central,bukit batok,west region
choa chu kang,214,choa chu kang central,680214,1.38276,103.746718,15,choa chu kang central,choa chu kang,west region
choa chu kang,803A,keat hong close,681803,1.373865,103.74297,14,keat hong,choa chu kang,west region
jurong west,602,jurong west street 62,640602,1.339253,103.700219,15,jurong west central,jurong west,west region
yishun,462B,yishun avenue 6,762462,1.427134,103.850235,14,yishun east,yishun,north region
bukit merah,93A,telok blangah street 31,101093,1.275328,103.807323,30,telok blangah drive,bukit merah,central region
tampines,902,tampines avenue 4,520902,1.35128,103.939195,16,tampines west,tampines,east region
bedok,220A,bedok central,461220,1.325693,103.934602,17,bedok north,bedok,east region
pasir ris,739,pasir ris drive 10,510739,1.378506,103.936796,16,pasir ris west,pasir ris,east region
jurong west,515,jurong west street 52,640515,1.346424,103.720898,14,hong kah,jurong west,west region
woodlands,515,woodlands drive 14,730515,1.434686,103.790453,12,woodlands south,woodlands,north region
yishun,146,yishun street 11,760146,1.431002,103.832468,12,yishun west,yishun,north region
punggol,677B,punggol drive,822677,1.405365,103.909509,17,waterway east,punggol,north-east region
pasir ris,758,pasir ris street 71,510758,1.376824,103.93332,16,pasir ris west,pasir ris,east region
bedok,653,jalan tenaga,410653,1.33289,103.907467,15,kaki bukit,bedok,east region
bukit panjang,414,saujana road,670414,1.382734,103.769056,4,fajar,bukit panjang,west region
sengkang,405C,fernvale lane,793405,1.389195,103.873437,22,fernvale,sengkang,north-east region
tampines,116,simei street 1,520116,1.343585,103.951128,11,simei,tampines,east region
bukit merah,111B,depot road,102111,1.281165,103.808472,25,depot road,bukit merah,central region
geylang,3,joo chiat road,420003,1.315885,103.899155,18,geylang east,geylang,central region
tampines,138,simei street 1,520138,1.347218,103.956901,11,simei,tampines,east region
tampines,706,tampines street 71,520706,1.357504,103.93756,16,tampines west,tampines,east region
bukit merah,22,havelock road,160022,1.288746,103.828824,16,bukit ho swee,bukit merah,central region
tampines,265,tampines street 21,520265,1.352453,103.950239,10,tampines east,tampines,east region
woodlands,368,woodlands avenue 1,730368,1.432942,103.786733,12,woodgrove,woodlands,north region
bukit panjang,150,petir road,670150,1.377046,103.766883,12,jelebu,bukit panjang,west region
woodlands,669,woodlands ring road,730669,1.438398,103.79854,12,woodlands east,woodlands,north region
toa payoh,114,lorong 1 toa payoh,310114,1.34094,103.844306,10,toa payoh west,toa payoh,central region
sengkang,116C,rivervale drive,543116,1.382155,103.902852,17,rivervale,sengkang,north-east region
bukit merah,35,jalan rumah tinggi,150035,1.287973,103.808839,22,alexandra hill,bukit merah,central region
tampines,492C,tampines street 45,522492,1.363425,103.953941,13,tampines east,tampines,east region
bukit merah,75A,redhill road,151075,1.288053,103.815277,30,redhill,bukit merah,central region
tampines,523A,tampines central 7,521523,1.359371,103.938379,17,tampines east,tampines,east region
jurong east,288A,jurong east street 21,601288,1.338785,103.743301,25,toh guan,jurong east,west region
sengkang,266A,compassvale bow,541266,1.382459,103.896802,17,compassvale,sengkang,north-east region
hougang,18,hougang avenue 3,530018,1.363217,103.89193,12,lorong ah soo,hougang,north-east region
yishun,801,yishun ring road,760801,1.41821,103.832241,4,khatib,yishun,north region
woodlands,543,woodlands drive 16,730543,1.428315,103.793735,12,woodlands south,woodlands,north region
bedok,661,jalan damai,410661,1.334477,103.907885,14,kaki bukit,bedok,east region
bishan,213,bishan street 23,570213,1.357178,103.848153,18,marymount,bishan,central region
ang mo kio,109,ang mo kio avenue 4,560109,1.370097,103.837688,12,kebun bahru,ang mo kio,north-east region
tampines,822,tampines street 81,520822,1.348342,103.93438,4,tampines west,tampines,east region
woodlands,329,woodlands street 32,730329,1.430361,103.778803,4,woodgrove,woodlands,north region
bukit batok,405,bukit batok west avenue 7,650405,1.365764,103.745399,16,hong kah north,bukit batok,west region
hougang,984B,buangkok link,532984,1.382095,103.880613,18,trafalgar,hougang,north-east region
hougang,999B,buangkok crescent,532999,1.384537,103.880589,17,trafalgar,hougang,north-east region
bukit panjang,602,senja road,670602,1.381418,103.762739,16,senja,bukit panjang,west region
ang mo kio,310B,ang mo kio avenue 1,562310,1.364647,103.84425,30,townsville,ang mo kio,north-east region
bukit merah,147,silat avenue,160147,1.277277,103.831093,4,kampong tiong bahru,bukit merah,central region
sengkang,457A,sengkang west road,791457,1.392498,103.870189,14,fernvale,sengkang,north-east region
pasir ris,569,pasir ris street 51,510569,1.369653,103.949169,13,pasir ris central,pasir ris,east region
tampines,132,simei street 1,520132,1.346739,103.955937,4,simei,tampines,east region
bukit batok,176,bukit batok west avenue 8,650176,1.346023,103.741411,12,bukit batok west,bukit batok,west region
serangoon,116,serangoon north avenue 1,550116,1.368488,103.871589,13,serangoon garden,serangoon,north-east region
sembawang,362A,sembawang crescent,751362,1.447195,103.814008,17,sembawang central,sembawang,north region
yishun,620,yishun ring road,760620,1.418924,103.834674,12,yishun south,yishun,north region
bukit panjang,106,gangsa road,670106,1.377902,103.767412,10,jelebu,bukit panjang,west region
bedok,536,bedok north street 3,460536,1.333541,103.923191,17,bedok north,bedok,east region
jurong east,408,pandan gardens,600408,1.318204,103.748816,12,teban gardens,jurong east,west region
tampines,522B,tampines central 7,522522,1.357823,103.939085,17,tampines east,tampines,east region
jurong west,674A,jurong west street 65,641674,1.344461,103.702315,16,jurong west central,jurong west,west region
bukit merah,75,telok blangah drive,100075,1.274897,103.808695,13,telok blangah drive,bukit merah,central region
pasir ris,747,pasir ris street 71,510747,1.379221,103.934556,16,pasir ris west,pasir ris,east region
queenstown,8,ghim moh road,270008,1.310572,103.787643,25,ghim moh,queenstown,central region
tampines,498D,tampines street 45,522498,1.361113,103.959595,10,tampines east,tampines,east region
queenstown,99,commonwealth crescent,140099,1.307434,103.801144,10,commonwealth,queenstown,central region
hougang,358,hougang avenue 5,530358,1.368841,103.895593,16,kangkar,hougang,north-east region
bukit batok,213,bukit batok street 21,650213,1.346818,103.752497,12,bukit batok central,bukit batok,west region
jurong west,547,jurong west street 42,640547,1.352982,103.714914,11,hong kah,jurong west,west region
bedok,51,new upper changi road,461051,1.32343,103.942269,16,bedok south,bedok,east region
yishun,259,yishun street 22,760259,1.43498,103.838965,10,northland,yishun,north region
bedok,773,bedok reservoir view,470773,1.336316,103.937458,19,bedok reservoir,bedok,east region
queenstown,96,commonwealth crescent,140096,1.306192,103.801194,10,commonwealth,queenstown,central region
queenstown,28B,dover crescent,132028,1.305444,103.781869,40,dover,queenstown,central region
queenstown,19,dover crescent,130019,1.307836,103.783636,30,dover,queenstown,central region
choa chu kang,119,teck whye lane,680119,1.379216,103.750399,12,teck whye,choa chu kang,west region
punggol,274C,punggol place,823274,1.403258,103.902009,16,matilda,punggol,north-east region
tampines,491H,tampines street 45,527491,1.36297,103.954392,13,tampines east,tampines,east region
ang mo kio,212,ang mo kio avenue 3,560212,1.368804,103.841618,10,shangri-la,ang mo kio,north-east region
hougang,547,hougang street 51,530547,1.379361,103.892036,17,hougang west,hougang,north-east region
kallang/whampoa,98,whampoa drive,320098,1.321581,103.854151,18,balestier,novena,central region
bukit panjang,203,petir road,670203,1.373092,103.775566,10,bangkit,bukit panjang,west region
jurong east,325,jurong east street 31,600325,1.348803,103.728984,15,yuhua west,jurong east,west region
jurong west,988A,jurong west street 93,641988,1.336487,103.695615,18,yunnan,jurong west,west region
punggol,183,edgefield plains,820183,1.39881,103.909846,17,punggol field,punggol,north-east region
tampines,385,tampines street 32,520385,1.35496,103.958521,12,tampines east,tampines,east region
pasir ris,527D,pasir ris street 51,514527,1.369686,103.947922,13,pasir ris central,pasir ris,east region
toa payoh,131,potong pasir avenue 1,350131,1.334383,103.865312,4,potong pasir,toa payoh,central region
woodlands,761,woodlands avenue 6,730761,1.446576,103.796862,12,woodlands east,woodlands,north region
hougang,546,hougang street 51,530546,1.378919,103.891779,19,hougang west,hougang,north-east region
jurong west,461,jurong west street 41,640461,1.349556,103.720801,12,hong kah,jurong west,west region
punggol,658B,punggol east,822658,1.400214,103.919049,11,waterway east,punggol,north-east region
pasir ris,411,pasir ris drive 6,510411,1.372502,103.954367,11,pasir ris drive,pasir ris,east region
jurong west,604,jurong west street 62,640604,1.338605,103.700079,15,jurong west central,jurong west,west region
jurong west,114,ho ching road,610114,1.333789,103.724111,10,taman jurong,jurong west,west region
bukit merah,109A,depot road,101109,1.280958,103.80944,25,depot road,bukit merah,central region
toa payoh,7,lorong 7 toa payoh,310007,1.338054,103.857287,25,pei chun,toa payoh,central region
woodlands,804,woodlands street 81,730804,1.43997,103.787772,11,midview,woodlands,north region
jurong west,652A,jurong west street 61,641652,1.336679,103.698333,14,jurong west central,jurong west,west region
bukit merah,35,lim liak street,160035,1.285102,103.831035,4,tiong bahru,bukit merah,central region
